ACCT_TOKEN,I_ECIF_CUST_ID,C_ECIF_CUST_ROLE,C_FED_EXMPT,X_EMPL,CUST_DEF,CUST_ELIG_STATUS,CUST_ELIG_REASON,CHILD_OFF_CD,OFF_ST_DATE,OFF_END_DATE,CUST_OVER_STATUS,BONUS_1_TYPE,BONUS_1_VAL,BONUS_1_DESC,BONUS_1_STATUS,TAX_TYPE_B1,ELIG_ACCT_OPEN,ACCT_OPEN_DATE,ACCT_STATUS,OPEN_ACCT_QA_STATUS,OPEN_ACCT_QA_REASON,DD_TRX,DD_DATE,DD_TRX_DAYS_RM,DD_QA_STATUS,DD_QA_REASON,BONUS_2_TYPE,BONUS_2_VAL,BONUS_2_DESC,BONUS_2_STATUS,TAX_TYPE_B2,TTL_DPST_BLC,TTL_DPST_BLC_DAYS_RM,INCR_BLC_QA_STATUS,INCR_BLC_QA_REASON,INCR_BLC_DATE,TTL_DSPT_BLC_DAYS_MTN,MAINTAIN_BLC_QA_STATUS,MAINTAIN_BLC_QA_REASON,MAINTAIN_BLC_DATE,AGENT_ID,AGENT_NAME,Bonus_1_OVR_REASON,BONUS_1_OVR_DATE,Bonus_2_OVR_REASON,BONUS_2_OVR_DATE,OFFER_REDEEM_DATE,CUST_D_LOAD,ACCT_D_PRCSS_DAY,TRX_D_PRCSS_DAY,RULES_EXECUTE_DATE
DDA-:-742c44e3d3ab8c96b33f4581aaa02524e0fc42bb3282438dce55b286c8e73329,758ea9c0,1000016,N,N,Prospect,1,NHS100,NH53JJ49CMJGP38E,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,22/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,382.94,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-22-2024,37:06.8,02/10/24,null,2024-11-09 22:49:23 PM CST
DDA-:-2bb61fc1cd49e34a85880c396895a755baf394416df81b5822dfd6fbb56310ca,95b05f9c-d965-4582-99,1000016,N,N,Prospect,1,NHS100,NH53JJ49PZMXBALG,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,22/08/24,Open,3,NHS100,4528.92,8/30/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,644.23,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-22-2024,38:37.4,08/11/24,08/11/24,2024-11-09 22:49:24 PM CST
DDA-:-c5b8504b2d6d08ce0b5ef867938f928af5a9beb0414ce7e9cbb28ad8ef620b0c,1b13c928-913ef3f5cd3,1000016,N,N,Prospect,1,NHS100,NH53JJ49IUQ3JATV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,23/08/24,Open,3,NHS100,2549.05,10/09/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,402.25,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-23-2024,33:30.7,08/11/24,06/11/24,2024-11-09 22:49:24 PM CST
DDA-:-1dacda2b1e16828a934357463db628c72fbbcd58c21fbf3581439dce977ac8f2,ee3c4748df8717176,1000016,N,N,Prospect,1,NHS100,NH53JJ49FSNBHTAX,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,24/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,277.26,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-24-2024,14:32.2,08/11/24,null,2024-11-09 22:49:23 PM CST
DDA-:-1b8a5f22169cb2f3db9960c46e22f730cd21d4efd5fdb1be6a5b31da414e249e,4107-9868-f64647fa06d4,1000016,N,N,Prospect,1,NHS100,NH53JJ49AQP6NLI4,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,24/08/24,Open,3,NHS100,3000,8/29/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,180.04,0,3,NHS303,26/08/24,0,3,NHS304,15/09/24,,,,,,,08-24-2024,48:17.7,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-0623822ab53d8bff076b35dcf2690155f8ef9576feffafe83f1fd8592cd9870b,f031cb5b-234a-4e68,1000016,N,N,Prospect,1,NHS100,NH53JJ49XGVURMS1,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,26/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2000.01,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-26-2024,09:31.4,26/08/24,null,2024-11-09 22:49:24 PM CST
DDA-:-bf96cbce466bb767849920f4a0aee7e2d6c738a538cb95e17936bafab011e919,58c3032d-5271-4b4b9,1000016,N,N,Prospect,1,NHS100,NH53JJ49IBXIJ0F6,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,25/08/24,Open,3,NHS100,100,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,2,INT,21393.23,0,3,NHS303,10/09/24,0,3,NHS304,30/09/24,,,,,,,08-25-2024,23:04.9,08/11/24,27/08/24,2024-11-09 22:49:24 PM CST
DDA-:-17b9b69a54cded3cc44ac80a71f22879592320c557003a59d5180157da28815f,edf1a1ea-e245003096,1000016,A,N,Prospect,1,NHS100,NH53JJ49W34NXETA,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,27/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,79.46,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-27-2024,15:19.7,28/10/24,null,2024-11-09 22:49:24 PM CST
DDA-:-7858f8a4baa157420414c15437e56add0d546b553b552d9374be6ceda7e41e3e,b01a395f-53bc-497ad,1000016,N,N,Prospect,4,NHS410,NH53JJ49JZASHDWV,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,27/08/24,Closed,4,NHS410,0,Not met,0,4,NHS410,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,0,0,4,NHS410,Not met,,4,NHS410,,,,,,,,08-27-2024,35:49.3,26/09/24,null,2024-11-09 22:49:24 PM CST
DDA-:-6aa94f4fb0b9d7f2ed5ba3e1557c432857ed5da0a110e8b6409b8235b8825deb,1ecbfcff-285ab7d1,1000016,N,N,Prospect,1,NHS100,NH53JJ49IIFU266Y,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,27/08/24,Open,3,NHS100,6671.82,09/05/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2854.31,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-27-2024,44:42.2,07/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-360b9d17ecd227490091f16ed1e0f51e3d0ee4c01d415c53e7494d4cc9698fdd,7616e692-151545d,1000016,N,N,Prospect,1,NHS100,NH53JJ49ZADFZ6E0,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,27/08/24,Open,3,NHS100,21610.22,8/29/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,18029.74,0,3,NHS303,29/08/24,0,3,NHS304,18/09/24,,,,,,,08-27-2024,53:40.4,07/11/24,30/10/24,2024-11-09 22:49:24 PM CST
DDA-:-7ae89563227aabf69bab3a3ccc90d1bc92f338e8bfbd4b9e5597b9a6738f754b,a9b5c508-beb4b,1000016,N,N,Prospect,1,NHS100,NH53JJ49QJHFQYDC,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,26/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1.07,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-26-2024,15:49.8,31/10/24,null,2024-11-09 22:49:24 PM CST
DDA-:-fa3837598a1bf7a42c94a6a4777ca241b22784b0a81ac1a33a33d4e43d7a134d,33b12925131630b,1000031,N,N,Prospect,1,NHS100,NH53JJ498JXI8VKJ,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,28/08/24,Open,3,NHS100,211435.61,09/06/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,89801.6,0,3,NHS303,03/09/24,0,3,NHS304,23/09/24,,,,,,,08-28-2024,05:52.2,07/11/24,31/10/24,2024-11-09 22:49:24 PM CST
DDA-:-6a5ee2722a7cbd3453c2a6221116992739c22abb6aec889b9a77209c70b06114,925fbfe82-3a250b2f3156,1000016,N,N,Prospect,1,NHS100,NH53JJ49PJX6IYFO,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,28/08/24,Open,3,NHS100,9522.54,8/30/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,-640.73,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-28-2024,56:11.4,25/10/24,17/10/24,2024-11-09 22:49:24 PM CST
DDA-:-8ea5f09f898533e993c210d4d82ca08f7805040d098830542b86293aed582b7c,c826ef79-6bf3a74fb3,1000016,N,N,Prospect,1,NHS100,NH53JJ49DDKORCC7,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,28/08/24,Open,3,NHS100,11934.66,9/13/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,410164.48,0,3,NHS303,03/09/24,0,3,NHS304,23/09/24,,,,,,,08-28-2024,17:54.2,08/11/24,31/10/24,2024-11-09 22:49:24 PM CST
DDA-:-7b2dd51f35c21a918c4b1f1a831430039242e6f85339e3bb2df9e5ea8637a5a9,fb8d8f17-feaf-46685f9,1000016,N,N,Prospect,1,NHS100,NH53JJ4953RN9KTH,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,28/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-28-2024,38:27.0,28/08/24,null,2024-11-09 22:49:24 PM CST
DDA-:-2274111856b307fdea0f5576d950f65f3763303b7f94055b861b2117ef87bc4e,275a065310bb63,1000016,N,N,Prospect,1,NHS100,NH53JJ49MNNWXACX,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,42:45.7,29/08/24,null,2024-11-09 22:49:24 PM CST
DDA-:-0ecad7277fc78473c0c27e8c619e18ff51b1592169fda3c47c5ab5ecd3ab69a2,421673514150f,1000016,N,N,Prospect,1,NHS100,NH53JJ498JFYH4KS,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,677.75,11/01/24,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,-99.53,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,05:17.3,04/11/24,01/11/24,2024-11-09 22:49:24 PM CST
DDA-:-267c539d84ae360b854e7da6b48c09e3a57ee2f35d35ed53ca2ade8cd1de431d,60935c555b554,1000016,N,N,Prospect,1,NHS100,NH53JJ49ICAZ42CY,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,29/08/24,Open,3,NHS100,28000,9/13/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,5793.31,0,3,NHS303,13/09/24,0,3,NHS304,03/10/24,,,,,,,08-29-2024,58:51.6,04/11/24,31/10/24,2024-11-09 22:49:24 PM CST
DDA-:-638e306c75faa24062ef6df3b4d7869089598bd693cd7ec40add962f92677fcd,aa81e932,1000016,N,N,Prospect,1,NHS100,NH53JJ49P6IKH3UY,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,2,INT,13850.62,0,3,NHS303,29/08/24,0,3,NHS304,18/09/24,,,,,,,08-29-2024,58:42.3,04/11/24,null,2024-11-09 22:49:24 PM CST
DDA-:-77c8a1d7c6f05e14c0b58442770a83fcdc3a68b860385e53cce369ae95c7d083,5c7e3436-47b7f,1000016,N,N,Prospect,1,NHS100,NH53JJ490ELGA46T,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,29/08/24,Open,3,NHS100,1489.56,9/27/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,42:14.3,08/11/24,06/11/24,2024-11-09 22:49:24 PM CST
DDA-:-d63dbc8a24023f108560f4e7ec90b85bfed7b358afd08bfd39f2749ec61e52fc,a142ef3f-4c6de49,1000016,N,N,Prospect,1,NHS100,NH53JJ492GXJQYTG,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,29/08/24,Open,3,NHS100,8334.01,09/04/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,2959.98,0,3,NHS303,06/09/24,0,3,NHS304,26/09/24,,,,,,,08-29-2024,13:42.6,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-303a52d96a26965a82547cb7378b89fa0296c9f2ec0b474c482ae40afefd322b,cbf08f1d4eefde,1000016,N,N,Prospect,1,NHS100,NH53JJ49EGEKJQX6,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1.2,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,26:55.4,08/11/24,null,2024-11-09 22:49:24 PM CST
DDA-:-a6803cfd05b5f5cb8676beba633115ca9ef74c92ec9917a99cea6c7728cc146f,3b3700d9-2218-bd7da7b,1000016,N,N,Prospect,1,NHS100,NH53JJ49EDWWBKJ0,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,03/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/03/24,43:49.6,03/09/24,null,2024-11-09 22:49:24 PM CST
DDA-:-d571fe2d8a60ecd40aa7320c75f1b92d2d2b0ef6814de9f69d482fd338600af9,91184eecc4bdb3f02,1000016,N,N,Prospect,1,NHS100,NH53JJ497TCEKMDY,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,6037.16,09/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2293.25,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,11:31.4,08/11/24,06/11/24,2024-11-09 22:49:24 PM CST
DDA-:-99e26cdbe85e2f4f401e88e1182d579b0381122c19bdc963166cbdbf88033368,6f987a66-504913366601,1000016,N,N,Prospect,1,NHS100,NH53JJ49XV5BTHKP,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,8787.94,09/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1940.31,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,31:03.5,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-5661b5b174809f63bbfb189648247cc930443f1cdd30b8aaf27a660decaf8891,30daf65c-6232-9c82ab1,1000016,N,N,Prospect,1,NHS100,NH53JJ49LED3AP3M,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,6342.06,09/04/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,180.57,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,54:52.6,08/11/24,06/11/24,2024-11-09 22:49:24 PM CST
